,Region Name,Country,Class,Category,Type,Constant 2018 USD,Data Type
1049,Africa,Mauritius,B1,Capacity-enhancing,Boat constsruct. & renov.,464404.31999999995,Reported
1050,Africa,Mauritius,B1,Capacity-enhancing,Boat constsruct. & renov.,462199.3412055487,Modeled
1051,Africa,Mauritius,B2,Capacity-enhancing,Fisheries dev. projects,470209.374,Reported
1052,Africa,Mauritius,B3,Capacity-enhancing,Fishing port develop.,58050.53999999999,Reported
1053,Africa,Mauritius,B4,Capacity-enhancing,Markt. & storage infrast.,145126.35,Reported
1054,Africa,Mauritius,B5,Capacity-enhancing,Tax exemption,1609345.4773783803,Modeled
1055,Africa,Mauritius,B6,Capacity-enhancing,Fishing access,6051.47,Modeled
1915,Africa,Mauritius,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1056,Africa,Mauritius,C1,Ambiguous,Fisher assistance,303314.07149999996,Reported
1057,Africa,Mauritius,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1058,Africa,Mauritius,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1083,Africa,Morocco,A1,Beneficial,Fisheries mangt.,55146226.4815842,Reported
1084,Africa,Morocco,A2,Beneficial,Fishery R&D,20104068.72409215,Modeled
1085,Africa,Morocco,A3,Beneficial,MPAs,2795403.8639026284,Modeled
1086,Africa,Morocco,B1,Capacity-enhancing,Boat constsruct. & renov.,11581371.688216012,Modeled
1087,Africa,Morocco,B2,Capacity-enhancing,Fisheries dev. projects,165989449.19453692,Reported
1088,Africa,Morocco,B3,Capacity-enhancing,Fishing port develop.,1643404.0527676826,Reported
1089,Africa,Morocco,B4,Capacity-enhancing,Markt. & storage infrast.,13351220.26,Reported
1090,Africa,Morocco,B5,Capacity-enhancing,Tax exemption,7531986.700000001,Reported
1091,Africa,Morocco,B6,Capacity-enhancing,Fishing access,289710.22,Modeled
1918,Africa,Morocco,B7,Capacity-enhancing,Fuel subsidies,8047876.2,Reported
1092,Africa,Morocco,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1093,Africa,Morocco,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1094,Africa,Morocco,C3,Ambiguous,Rural fisher communities,10343114.37781498,Modeled
1095,Africa,Mozambique,A1,Beneficial,Fisheries mangt.,13228364.171225335,Reported
1096,Africa,Mozambique,A2,Beneficial,Fishery R&D,525204.47836975,Reported
1097,Africa,Mozambique,A3,Beneficial,MPAs,1300751.4705374753,Modeled
1098,Africa,Mozambique,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1099,Africa,Mozambique,B2,Capacity-enhancing,Fisheries dev. projects,7936405.885466623,Reported
1100,Africa,Mozambique,B3,Capacity-enhancing,Fishing port develop.,11923445.749288425,Modeled
1101,Africa,Mozambique,B4,Capacity-enhancing,Markt. & storage infrast.,383333.33,Reported
1102,Africa,Mozambique,B5,Capacity-enhancing,Tax exemption,2391873.083200952,Modeled
1103,Africa,Mozambique,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1919,Africa,Mozambique,B7,Capacity-enhancing,Fuel subsidies,1179118.7763433177,Modeled
1104,Africa,Mozambique,C1,Ambiguous,Fisher assistance,8995.483237551414,Reported
1105,Africa,Mozambique,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1106,Africa,Mozambique,C3,Ambiguous,Rural fisher communities,610800.2552412971,Modeled
1119,Africa,Namibia,A1,Beneficial,Fisheries mangt.,12877659.343290001,Reported
1120,Africa,Namibia,A2,Beneficial,Fishery R&D,3409343.885878868,Modeled
1121,Africa,Namibia,A3,Beneficial,MPAs,592958.2478831805,Modeled
1122,Africa,Namibia,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1123,Africa,Namibia,B2,Capacity-enhancing,Fisheries dev. projects,294376.11608999997,Reported
1124,Africa,Namibia,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1125,Africa,Namibia,B4,Capacity-enhancing,Markt. & storage infrast.,45984143.96014806,Modeled
1126,Africa,Namibia,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1127,Africa,Namibia,B6,Capacity-enhancing,Fishing access,13027.17,Modeled
1921,Africa,Namibia,B7,Capacity-enhancing,Fuel subsidies,4133740.474725079,Modeled
1128,Africa,Namibia,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1129,Africa,Namibia,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1130,Africa,Namibia,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1191,Africa,Nigeria,A1,Beneficial,Fisheries mangt.,988712.0057285564,Reported
1192,Africa,Nigeria,A2,Beneficial,Fishery R&D,209850.7695506,Reported
1193,Africa,Nigeria,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
1194,Africa,Nigeria,B1,Capacity-enhancing,Boat constsruct. & renov.,1465876.1150000002,Reported
1195,Africa,Nigeria,B2,Capacity-enhancing,Fisheries dev. projects,1924207.98285152,Reported
1196,Africa,Nigeria,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1197,Africa,Nigeria,B4,Capacity-enhancing,Markt. & storage infrast.,21354888.925652318,Reported
1198,Africa,Nigeria,B5,Capacity-enhancing,Tax exemption,11068824.03869851,Modeled
1199,Africa,Nigeria,B6,Capacity-enhancing,Fishing access,1588003.99,Modeled
1927,Africa,Nigeria,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1200,Africa,Nigeria,C1,Ambiguous,Fisher assistance,10766873.080898749,Modeled
1201,Africa,Nigeria,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1202,Africa,Nigeria,C3,Ambiguous,Rural fisher communities,2691887.436180423,Modeled
1431,Africa,Sao Tome Prn,A1,Beneficial,Fisheries mangt.,2612212.651630694,Reported
1432,Africa,Sao Tome Prn,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1433,Africa,Sao Tome Prn,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
1434,Africa,Sao Tome Prn,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1435,Africa,Sao Tome Prn,B2,Capacity-enhancing,Fisheries dev. projects,834621.5429553844,Reported
1436,Africa,Sao Tome Prn,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1437,Africa,Sao Tome Prn,B4,Capacity-enhancing,Markt. & storage infrast.,546415.4411232945,Reported
1438,Africa,Sao Tome Prn,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1439,Africa,Sao Tome Prn,B6,Capacity-enhancing,Fishing access,48719.93,Modeled
1947,Africa,Sao Tome Prn,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1440,Africa,Sao Tome Prn,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1441,Africa,Sao Tome Prn,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1442,Africa,Sao Tome Prn,C3,Ambiguous,Rural fisher communities,63200.54774503212,Modeled
1455,Africa,Senegal,A1,Beneficial,Fisheries mangt.,18361362.533854872,Reported
1456,Africa,Senegal,A2,Beneficial,Fishery R&D,4298318.584210139,Modeled
1457,Africa,Senegal,A3,Beneficial,MPAs,2354040.162439568,Modeled
1458,Africa,Senegal,B1,Capacity-enhancing,Boat constsruct. & renov.,7321817.66,Reported
1459,Africa,Senegal,B2,Capacity-enhancing,Fisheries dev. projects,111374837.9645942,Modeled
1460,Africa,Senegal,B3,Capacity-enhancing,Fishing port develop.,22286705.89,Reported
1461,Africa,Senegal,B4,Capacity-enhancing,Markt. & storage infrast.,28967662.486177742,Reported
1462,Africa,Senegal,B5,Capacity-enhancing,Tax exemption,18549082.045035362,Modeled
1463,Africa,Senegal,B6,Capacity-enhancing,Fishing access,44711296.53,Modeled
1949,Africa,Senegal,B7,Capacity-enhancing,Fuel subsidies,17042252.590896174,Reported
1464,Africa,Senegal,C1,Ambiguous,Fisher assistance,18043074.08337448,Modeled
1465,Africa,Senegal,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1466,Africa,Senegal,C3,Ambiguous,Rural fisher communities,2211393.1940302216,Modeled
1467,Africa,Seychelles,A1,Beneficial,Fisheries mangt.,17776804.841429245,Reported
1468,Africa,Seychelles,A2,Beneficial,Fishery R&D,420538.2962704,Reported
1469,Africa,Seychelles,A3,Beneficial,MPAs,1909233.514666043,Modeled
1470,Africa,Seychelles,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1471,Africa,Seychelles,B2,Capacity-enhancing,Fisheries dev. projects,21325370.583292626,Reported
1472,Africa,Seychelles,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1473,Africa,Seychelles,B4,Capacity-enhancing,Markt. & storage infrast.,7976323.2325777,Reported
1474,Africa,Seychelles,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1475,Africa,Seychelles,B6,Capacity-enhancing,Fishing access,363635.69,Modeled
1950,Africa,Seychelles,B7,Capacity-enhancing,Fuel subsidies,499972.9771482379,Modeled
1476,Africa,Seychelles,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1477,Africa,Seychelles,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1478,Africa,Seychelles,C3,Ambiguous,Rural fisher communities,162997.5337275072,Modeled
1479,Africa,Sierra Leone,A1,Beneficial,Fisheries mangt.,5072647.2175048925,Reported
1480,Africa,Sierra Leone,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1481,Africa,Sierra Leone,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
1482,Africa,Sierra Leone,B1,Capacity-enhancing,Boat constsruct. & renov.,243918.50400000002,Reported
1483,Africa,Sierra Leone,B2,Capacity-enhancing,Fisheries dev. projects,341475.072,Reported
1484,Africa,Sierra Leone,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1485,Africa,Sierra Leone,B4,Capacity-enhancing,Markt. & storage infrast.,297924.0,Reported
1486,Africa,Sierra Leone,B5,Capacity-enhancing,Tax exemption,3512030.885592735,Modeled
1487,Africa,Sierra Leone,B6,Capacity-enhancing,Fishing access,4326075.17,Modeled
1951,Africa,Sierra Leone,B7,Capacity-enhancing,Fuel subsidies,0.0,Reported
1488,Africa,Sierra Leone,C1,Ambiguous,Fisher assistance,16151.097679448307,Reported
1489,Africa,Sierra Leone,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1490,Africa,Sierra Leone,C3,Ambiguous,Rural fisher communities,54154.458,Reported
1527,Africa,Somalia,A1,Beneficial,Fisheries mangt.,2260639.7806721767,Reported
1528,Africa,Somalia,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1529,Africa,Somalia,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
1530,Africa,Somalia,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1531,Africa,Somalia,B2,Capacity-enhancing,Fisheries dev. projects,399649.0802026137,Reported
1532,Africa,Somalia,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1533,Africa,Somalia,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
1534,Africa,Somalia,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1535,Africa,Somalia,B6,Capacity-enhancing,Fishing access,24478.040000000005,Modeled
1955,Africa,Somalia,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1536,Africa,Somalia,C1,Ambiguous,Fisher assistance,513127.12135918846,Modeled
1537,Africa,Somalia,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1538,Africa,Somalia,C3,Ambiguous,Rural fisher communities,919360.8354748146,Modeled
1539,Africa,South Africa,A1,Beneficial,Fisheries mangt.,35118651.206058815,Reported
1540,Africa,South Africa,A2,Beneficial,Fishery R&D,5411588.3624,Reported
1541,Africa,South Africa,A3,Beneficial,MPAs,5841031.834000001,Modeled
1542,Africa,South Africa,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1543,Africa,South Africa,B2,Capacity-enhancing,Fisheries dev. projects,40618409.94529693,Modeled
1544,Africa,South Africa,B3,Capacity-enhancing,Fishing port develop.,41743.106680000004,Reported
1545,Africa,South Africa,B4,Capacity-enhancing,Markt. & storage infrast.,3579321.24275,Reported
1546,Africa,South Africa,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
1547,Africa,South Africa,B6,Capacity-enhancing,Fishing access,623506.25,Modeled
1956,Africa,South Africa,B7,Capacity-enhancing,Fuel subsidies,25388558.566744275,Reported
1548,Africa,South Africa,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1549,Africa,South Africa,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1550,Africa,South Africa,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1563,Africa,Sudan,A1,Beneficial,Fisheries mangt.,808084.1247914819,Reported
1564,Africa,Sudan,A2,Beneficial,Fishery R&D,29087.38392530023,Modeled
1565,Africa,Sudan,A3,Beneficial,MPAs,543131.3445058757,Modeled
1566,Africa,Sudan,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1567,Africa,Sudan,B2,Capacity-enhancing,Fisheries dev. projects,321225.8135530144,Reported
1568,Africa,Sudan,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1569,Africa,Sudan,B4,Capacity-enhancing,Markt. & storage infrast.,815311.9300695198,Modeled
1570,Africa,Sudan,B5,Capacity-enhancing,Tax exemption,96054.00834802697,Modeled
1571,Africa,Sudan,B6,Capacity-enhancing,Fishing access,171150.29000000004,Modeled
1958,Africa,Sudan,B7,Capacity-enhancing,Fuel subsidies,0.0,Reported
1572,Africa,Sudan,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1573,Africa,Sudan,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1574,Africa,Sudan,C3,Ambiguous,Rural fisher communities,14964.83836280673,Modeled
1743,Africa,Tanzania,A1,Beneficial,Fisheries mangt.,91663.57466457412,Reported
1744,Africa,Tanzania,A2,Beneficial,Fishery R&D,1241042.427776616,Modeled
1745,Africa,Tanzania,A3,Beneficial,MPAs,3552888.17044304,Modeled
1746,Africa,Tanzania,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1747,Africa,Tanzania,B2,Capacity-enhancing,Fisheries dev. projects,84646.25771010114,Reported
1748,Africa,Tanzania,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1749,Africa,Tanzania,B4,Capacity-enhancing,Markt. & storage infrast.,645154.7055550881,Reported
1750,Africa,Tanzania,B5,Capacity-enhancing,Tax exemption,2588344.587223535,Modeled
1751,Africa,Tanzania,B6,Capacity-enhancing,Fishing access,123530.44,Modeled
1973,Africa,Tanzania,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
1752,Africa,Tanzania,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1753,Africa,Tanzania,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1754,Africa,Tanzania,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
1623,Africa,Togo,A1,Beneficial,Fisheries mangt.,4082945.4525322276,Reported
1624,Africa,Togo,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1625,Africa,Togo,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
1626,Africa,Togo,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1627,Africa,Togo,B2,Capacity-enhancing,Fisheries dev. projects,1286920.476678882,Modeled
1628,Africa,Togo,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1629,Africa,Togo,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
1630,Africa,Togo,B5,Capacity-enhancing,Tax exemption,214332.0155935149,Modeled
1631,Africa,Togo,B6,Capacity-enhancing,Fishing access,160528.82,Modeled
1963,Africa,Togo,B7,Capacity-enhancing,Fuel subsidies,120090.90404492698,Modeled
1632,Africa,Togo,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1633,Africa,Togo,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1634,Africa,Togo,C3,Ambiguous,Rural fisher communities,143890.56785515134,Modeled
1671,Africa,Tunisia,A1,Beneficial,Fisheries mangt.,276802.9332918921,Reported
1672,Africa,Tunisia,A2,Beneficial,Fishery R&D,0.0,not found evidence of subsidy
1673,Africa,Tunisia,A3,Beneficial,MPAs,1361672.0862962161,Modeled
1674,Africa,Tunisia,B1,Capacity-enhancing,Boat constsruct. & renov.,0.0,not found evidence of subsidy
1675,Africa,Tunisia,B2,Capacity-enhancing,Fisheries dev. projects,7624710.370478648,Modeled
1676,Africa,Tunisia,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
1677,Africa,Tunisia,B4,Capacity-enhancing,Markt. & storage infrast.,5791208.797182503,Modeled
1678,Africa,Tunisia,B5,Capacity-enhancing,Tax exemption,8975810.674664237,Modeled
1679,Africa,Tunisia,B6,Capacity-enhancing,Fishing access,184753.04,Modeled
1967,Africa,Tunisia,B7,Capacity-enhancing,Fuel subsidies,64122572.5642798,Modeled
1680,Africa,Tunisia,C1,Ambiguous,Fisher assistance,0.0,not found evidence of subsidy
1681,Africa,Tunisia,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
1682,Africa,Tunisia,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
84,Asia,Bahrain,A1,Beneficial,Fisheries mangt.,10990054.90423015,Modeled
85,Asia,Bahrain,A2,Beneficial,Fishery R&D,2575002.431520553,Modeled
86,Asia,Bahrain,A3,Beneficial,MPAs,0.0,not found evidence of subsidy
87,Asia,Bahrain,B1,Capacity-enhancing,Boat constsruct. & renov.,1653254.106744756,Modeled
88,Asia,Bahrain,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
89,Asia,Bahrain,B3,Capacity-enhancing,Fishing port develop.,2848880.8138438854,Modeled
90,Asia,Bahrain,B4,Capacity-enhancing,Markt. & storage infrast.,0.0,not found evidence of subsidy
91,Asia,Bahrain,B5,Capacity-enhancing,Tax exemption,5756514.089152851,Modeled
92,Asia,Bahrain,B6,Capacity-enhancing,Fishing access,989996.01,Modeled
1835,Asia,Bahrain,B7,Capacity-enhancing,Fuel subsidies,0.0,not found evidence of subsidy
93,Asia,Bahrain,C1,Ambiguous,Fisher assistance,1106171.2075765643,Modeled
94,Asia,Bahrain,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
95,Asia,Bahrain,C3,Ambiguous,Rural fisher communities,0.0,not found evidence of subsidy
96,Asia,Bangladesh,A1,Beneficial,Fisheries mangt.,9047546.933205813,Reported
97,Asia,Bangladesh,A2,Beneficial,Fishery R&D,7900501.9509675,Reported
98,Asia,Bangladesh,A3,Beneficial,MPAs,3718424.5625604233,Modeled
99,Asia,Bangladesh,B1,Capacity-enhancing,Boat constsruct. & renov.,3883144.510892775,Modeled
100,Asia,Bangladesh,B2,Capacity-enhancing,Fisheries dev. projects,45813224.54412507,Modeled
101,Asia,Bangladesh,B3,Capacity-enhancing,Fishing port develop.,0.0,not found evidence of subsidy
102,Asia,Bangladesh,B4,Capacity-enhancing,Markt. & storage infrast.,6598368.872364,Reported
103,Asia,Bangladesh,B5,Capacity-enhancing,Tax exemption,0.0,not found evidence of subsidy
104,Asia,Bangladesh,B6,Capacity-enhancing,Fishing access,0.0,not found evidence of subsidy
1836,Asia,Bangladesh,B7,Capacity-enhancing,Fuel subsidies,35088039.27347911,Modeled
105,Asia,Bangladesh,C1,Ambiguous,Fisher assistance,47308800.0,Reported
106,Asia,Bangladesh,C2,Ambiguous,Vessel buyback,0.0,not found evidence of subsidy
107,Asia,Bangladesh,C3,Ambiguous,Rural fisher communities,2024552.4281960428,Modeled
180,Asia,Brunei Darsm,A1,Beneficial,Fisheries mangt.,2676994.3504165816,Modeled
181,Asia,Brunei Darsm,A2,Beneficial,Fishery R&D,627227.7091933558,Modeled
182,Asia,Brunei Darsm,A3,Beneficial,MPAs,291888.1474057433,Modeled
183,Asia,Brunei Darsm,B1,Capacity-enhancing,Boat constsruct. & renov.,331698.49626742885,Modeled
184,Asia,Brunei Darsm,B2,Capacity-enhancing,Fisheries dev. projects,0.0,not found evidence of subsidy
