Region Name,Country,Type,Subsidies amount (USD in 2018),Data Type,Source of information
Africa,Madagascar,Tax exemption,0,not found evidence of subsidy,
Africa,Madagascar,Fishing access,35073.78,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Madagascar,Fuel subsidies,0,not found evidence of subsidy,
Africa,Madagascar,Fisher assistance,0,not found evidence of subsidy,
Africa,Madagascar,Vessel buyback,0,not found evidence of subsidy,
Africa,Madagascar,Rural fisher communities,580728.914999607,Modeled,
Africa,Mauritania,Fisheries mangt.,3090217.03716485,Reported,"['Rapport Final Sur Le Cadre Dinvestissement Pour Le Developpement Durable Des Pches En Mauritanie 2015  2020', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management', ""Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018""]"
Africa,Mauritania,Fishery R&D,511872.204226232,Reported,"['Rapport Final Sur Le Cadre Dinvestissement Pour Le Developpement Durable Des Pches En Mauritanie 2015  2020', ""Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018""]"
Africa,Mauritania,MPAs,818875.295169231,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Africa,Mauritania,Boat constsruct. & renov.,1664961.27422961,Modeled,
Africa,Mauritania,Fisheries dev. projects,1136227.5855801,Reported,"['Rapport Final Sur Le Cadre Dinvestissement Pour Le Developpement Durable Des Pches En Mauritanie 2015  2020', 'OECDStat, Overseas Development Aid, Fishery Development', ""Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018""]"
Africa,Mauritania,Fishing port develop.,14709876.34,Reported,['Rapport Final Sur Le Cadre Dinvestissement Pour Le Developpement Durable Des Pches En Mauritanie 2015  2020']
Africa,Mauritania,Markt. & storage infrast.,6367759.6503288,Reported,"['Rapport Final Sur Le Cadre Dinvestissement Pour Le Developpement Durable Des Pches En Mauritanie 2015  2020', 'OECDStat, Overseas Development Aid, Fishery Services', ""Tresor de Mauritanie - Suivi de l'Execution de la Loi de Finances en Depenses pour l'Annee 2018""]"
Africa,Mauritania,Tax exemption,3271498.9176637,Modeled,
Africa,Mauritania,Fishing access,122240.29,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Mauritania,Fuel subsidies,1621495.02286534,Modeled,
Africa,Mauritania,Fisher assistance,1135178.24478648,Reported,"['OECDStat, Overseas Development Aid, Fisheries Training']"
Africa,Mauritania,Vessel buyback,0,not found evidence of subsidy,
Africa,Mauritania,Rural fisher communities,3246144.94742325,Modeled,
Africa,Mauritius,Fisheries mangt.,8238822.88920975,Reported,['Mauritius Budget 2018']
Africa,Mauritius,Fishery R&D,188664.255,Reported,['Mauritius Budget 2018']
Africa,Mauritius,MPAs,809473.84558986,Modeled,"['Mauritius Budget 2018', 'Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Africa,Mauritius,Boat constsruct. & renov.,464404.32,Reported,['Mauritius Budget 2018']
Africa,Mauritius,Boat constsruct. & renov.,462199.341205549,Modeled,['Mauritius Budget 2018']
Africa,Mauritius,Fisheries dev. projects,470209.374,Reported,['Mauritius Budget 2018']
Africa,Mauritius,Fishing port develop.,58050.54,Reported,['Mauritius Budget 2018']
Africa,Mauritius,Markt. & storage infrast.,145126.35,Reported,['Mauritius Budget 2018']
Africa,Mauritius,Tax exemption,1609345.47737838,Modeled,
Africa,Mauritius,Fishing access,6051.47,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Mauritius,Fuel subsidies,0,not found evidence of subsidy,
Africa,Mauritius,Fisher assistance,303314.0715,Reported,['Mauritius Budget 2018']
Africa,Mauritius,Vessel buyback,0,not found evidence of subsidy,
Africa,Mauritius,Rural fisher communities,0,not found evidence of subsidy,
Africa,Morocco,Fisheries mangt.,55146226.4815842,Reported,"['Morocco, National Budget for 2019', 'Morocco Rapport Sur Les Depenses Fiscales 2019', 'Morocco Rapport Sur Les Establissements et Entreprises Publics 2019', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Africa,Morocco,Fishery R&D,20104068.7240921,Modeled,
Africa,Morocco,MPAs,2795403.86390263,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Africa,Morocco,Boat constsruct. & renov.,11581371.688216,Modeled,
Africa,Morocco,Fisheries dev. projects,165989449.194537,Reported,"['Morocco, National Budget for 2019', 'OECDStat, Overseas Development Aid, Fishery Development']"
Africa,Morocco,Fishing port develop.,1643404.05276768,Reported,"['Morocco, National Budget for 2019']"
Africa,Morocco,Markt. & storage infrast.,13351220.26,Reported,"['Morocco, National Budget for 2019']"
Africa,Morocco,Tax exemption,7531986.7,Reported,['Morocco Rapport Sur Les Depenses Fiscales 2019']
Africa,Morocco,Fishing access,289710.22,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Morocco,Fuel subsidies,8047876.2,Reported,['Morocco Rapport Sur Les Depenses Fiscales 2019']
Africa,Morocco,Fisher assistance,0,not found evidence of subsidy,
Africa,Morocco,Vessel buyback,0,not found evidence of subsidy,
Africa,Morocco,Rural fisher communities,10343114.377815,Modeled,
Africa,Mozambique,Fisheries mangt.,13228364.1712253,Reported,"['Mozambique Orcamento do Estado para o Ano de 2018 Despesas Para Investimento', 'Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Investimento', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management', 'Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Funcionamento', 'SWIOFish1 World Bank Appraisal GEF Data Sheet']"
Africa,Mozambique,Fishery R&D,525204.47836975,Reported,"['Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Investimento', 'Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Funcionamento']"
Africa,Mozambique,MPAs,1300751.47053748,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Africa,Mozambique,Boat constsruct. & renov.,0,not found evidence of subsidy,
Africa,Mozambique,Fisheries dev. projects,7936405.88546662,Reported,"['Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Investimento', 'OECDStat, Overseas Development Aid, Fishery Development', 'Mozambique Orzamento do Estado para o Ano de 2018 Despesas Para Funcionamento']"
Africa,Mozambique,Fishing port develop.,11923445.7492884,Modeled,
Africa,Mozambique,Markt. & storage infrast.,383333.33,Reported,['SWIOFish1 World Bank Appraisal GEF Data Sheet']
Africa,Mozambique,Tax exemption,2391873.08320095,Modeled,
Africa,Mozambique,Fishing access,0,not found evidence of subsidy,
Africa,Mozambique,Fuel subsidies,1179118.77634332,Modeled,
Africa,Mozambique,Fisher assistance,8995.48323755142,Reported,"['OECDStat, Overseas Development Aid, Fisheries Training']"
Africa,Mozambique,Vessel buyback,0,not found evidence of subsidy,
Africa,Mozambique,Rural fisher communities,610800.255241297,Modeled,
Africa,Namibia,Fisheries mangt.,12877659.34329,Reported,"['Namibia Estimates of Revenue, Income, and Expenditure 01 April 2017 to March 2020']"
Africa,Namibia,Fishery R&D,3409343.88587887,Modeled,
Africa,Namibia,MPAs,592958.247883181,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Africa,Namibia,Boat constsruct. & renov.,0,not found evidence of subsidy,
Africa,Namibia,Fisheries dev. projects,294376.11609,Reported,"['Namibia Estimates of Revenue, Income, and Expenditure 01 April 2017 to March 2020']"
Africa,Namibia,Fishing port develop.,0,not found evidence of subsidy,
Africa,Namibia,Markt. & storage infrast.,45984143.9601481,Modeled,
Africa,Namibia,Tax exemption,0,not found evidence of subsidy,
Africa,Namibia,Fishing access,13027.17,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Namibia,Fuel subsidies,4133740.47472508,Modeled,
Africa,Namibia,Fisher assistance,0,not found evidence of subsidy,
Africa,Namibia,Vessel buyback,0,not found evidence of subsidy,
Africa,Namibia,Rural fisher communities,0,not found evidence of subsidy,
Africa,Nigeria,Fisheries mangt.,988712.005728556,Reported,"['Nigeria Budget Appropriation 2018', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Africa,Nigeria,Fishery R&D,209850.7695506,Reported,['Nigeria Budget Appropriation 2018']
Africa,Nigeria,MPAs,0,not found evidence of subsidy,
Africa,Nigeria,Boat constsruct. & renov.,1465876.115,Reported,"['Nigeria Budget Appropriation 2018', 'Nigeria Zonal Intervention Projects 2018']"
Africa,Nigeria,Fisheries dev. projects,1924207.98285152,Reported,"['Nigeria Budget Appropriation 2018', 'OECDStat, Overseas Development Aid, Fishery Development']"
Africa,Nigeria,Fishing port develop.,0,not found evidence of subsidy,
Africa,Nigeria,Markt. & storage infrast.,21354888.9256523,Reported,"['Nigeria Budget Appropriation 2018', 'OECDStat, Overseas Development Aid, Fishery Services']"
Africa,Nigeria,Tax exemption,11068824.0386985,Modeled,
Africa,Nigeria,Fishing access,1588003.99,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Nigeria,Fuel subsidies,0,not found evidence of subsidy,
Africa,Nigeria,Fisher assistance,10766873.0808988,Modeled,
Africa,Nigeria,Vessel buyback,0,not found evidence of subsidy,
Africa,Nigeria,Rural fisher communities,2691887.43618042,Modeled,
Africa,Sao Tome Prn,Fisheries mangt.,2612212.65163069,Reported,"['Sao Tome Principe Budget 2018 - Expenditures', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Africa,Sao Tome Prn,Fishery R&D,0,not found evidence of subsidy,
Africa,Sao Tome Prn,MPAs,0,not found evidence of subsidy,
Africa,Sao Tome Prn,Boat constsruct. & renov.,0,not found evidence of subsidy,
Africa,Sao Tome Prn,Fisheries dev. projects,834621.542955384,Reported,"['Sao Tome Principe Budget 2018 - Expenditures', 'OECDStat, Overseas Development Aid, Fishery Development']"
Africa,Sao Tome Prn,Fishing port develop.,0,not found evidence of subsidy,
Africa,Sao Tome Prn,Markt. & storage infrast.,546415.441123295,Reported,"['Sao Tome Principe Budget 2018 - Expenditures', 'OECDStat, Overseas Development Aid, Fishery Services']"
Africa,Sao Tome Prn,Tax exemption,0,not found evidence of subsidy,
Africa,Sao Tome Prn,Fishing access,48719.93,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Sao Tome Prn,Fuel subsidies,0,not found evidence of subsidy,
Africa,Sao Tome Prn,Fisher assistance,0,not found evidence of subsidy,
Africa,Sao Tome Prn,Vessel buyback,0,not found evidence of subsidy,
Africa,Sao Tome Prn,Rural fisher communities,63200.5477450321,Modeled,
Africa,Senegal,Fisheries mangt.,18361362.5338549,Reported,"['Senegal Loi de Finance Rectificative 2018', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Africa,Senegal,Fishery R&D,4298318.58421014,Modeled,
Africa,Senegal,MPAs,2354040.16243957,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Africa,Senegal,Boat constsruct. & renov.,7321817.66,Reported,['Senegal Loi de Finance 2018']
Africa,Senegal,Fisheries dev. projects,111374837.964594,Modeled,
Africa,Senegal,Fishing port develop.,22286705.89,Reported,['Senegal Loi de Finance Rectificative 2018']
Africa,Senegal,Markt. & storage infrast.,28967662.4861777,Reported,"[""Republique due Senegal Rapport d'Evaluation des Depenses Fiscales 2014"", 'OECDStat, Overseas Development Aid, Fishery Services', ""Senegal Programme Triennal D'Investissements Publics 2018-2020 Commentaires""]"
Africa,Senegal,Tax exemption,18549082.0450354,Modeled,
Africa,Senegal,Fishing access,44711296.53,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Senegal,Fuel subsidies,17042252.5908962,Reported,['Ndiaye (2018) Etude Sur Les Subventions Dans Le Secteur De La Peche Au Senegal (Draft)']
Africa,Senegal,Fisher assistance,18043074.0833745,Modeled,
Africa,Senegal,Vessel buyback,0,not found evidence of subsidy,
Africa,Senegal,Rural fisher communities,2211393.19403022,Modeled,
Africa,Seychelles,Fisheries mangt.,17776804.8414292,Reported,"['OECDStat, Overseas Development Aid, Fisheries Policy & Management', 'Seychelles Programme Performance Based Budget Statements 2016-20', 'Seychelles Summary of Central Government Investment Programme 2017-2020']"
Africa,Seychelles,Fishery R&D,420538.2962704,Reported,['Seychelles Programme Performance Based Budget Statements 2016-20']
Africa,Seychelles,MPAs,1909233.51466604,Modeled,"['Marine Conservation Institute (2018), MPAtlas; World Database on Protected Areas (WDPA); McCrea-Strub et al. (2011) Understanding the cost of establishing marine protected areas. Mar. Pol.']"
Africa,Seychelles,Boat constsruct. & renov.,0,not found evidence of subsidy,
Africa,Seychelles,Fisheries dev. projects,21325370.5832926,Reported,"['OECDStat, Overseas Development Aid, Fishery Development', 'Seychelles Programme Performance Based Budget Statements 2016-20']"
Africa,Seychelles,Fishing port develop.,0,not found evidence of subsidy,
Africa,Seychelles,Markt. & storage infrast.,7976323.2325777,Reported,['Seychelles Programme Performance Based Budget Statements 2016-20']
Africa,Seychelles,Tax exemption,0,not found evidence of subsidy,
Africa,Seychelles,Fishing access,363635.69,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Seychelles,Fuel subsidies,499972.977148238,Modeled,
Africa,Seychelles,Fisher assistance,0,not found evidence of subsidy,
Africa,Seychelles,Vessel buyback,0,not found evidence of subsidy,
Africa,Seychelles,Rural fisher communities,162997.533727507,Modeled,
Africa,Sierra Leone,Fisheries mangt.,5072647.21750489,Reported,"['Sierra Leone Budget Profile 2016-20', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Africa,Sierra Leone,Fishery R&D,0,not found evidence of subsidy,
Africa,Sierra Leone,MPAs,0,not found evidence of subsidy,
Africa,Sierra Leone,Boat constsruct. & renov.,243918.504,Reported,['Sierra Leone Budget Profile 2016-20']
Africa,Sierra Leone,Fisheries dev. projects,341475.072,Reported,['Sierra Leone Budget Profile 2016-20']
Africa,Sierra Leone,Fishing port develop.,0,not found evidence of subsidy,
Africa,Sierra Leone,Markt. & storage infrast.,297924,Reported,['Sierra Leone Budget Profile 2016-20']
Africa,Sierra Leone,Tax exemption,3512030.88559273,Modeled,
Africa,Sierra Leone,Fishing access,4326075.17,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Sierra Leone,Fuel subsidies,0,Reported,['Sierra Leone Telegraph (2018) Sierra Leone Government Removal of Fuel Subsidy - Why it Had to Happen']
Africa,Sierra Leone,Fisher assistance,16151.0976794483,Reported,"['OECDStat, Overseas Development Aid, Fisheries Training']"
Africa,Sierra Leone,Vessel buyback,0,not found evidence of subsidy,
Africa,Sierra Leone,Rural fisher communities,54154.458,Reported,['Sierra Leone Budget Profile 2016-20']
Africa,Somalia,Fisheries mangt.,2260639.78067218,Reported,"['Somalia Budget 2019', 'OECDStat, Overseas Development Aid, Fisheries Policy & Management']"
Africa,Somalia,Fishery R&D,0,not found evidence of subsidy,
Africa,Somalia,MPAs,0,not found evidence of subsidy,
Africa,Somalia,Boat constsruct. & renov.,0,not found evidence of subsidy,
Africa,Somalia,Fisheries dev. projects,399649.080202614,Reported,"['Somalia Budget 2019', 'OECDStat, Overseas Development Aid, Fishery Development']"
Africa,Somalia,Fishing port develop.,0,not found evidence of subsidy,
Africa,Somalia,Markt. & storage infrast.,0,not found evidence of subsidy,
Africa,Somalia,Tax exemption,0,not found evidence of subsidy,
Africa,Somalia,Fishing access,24478.04,Modeled,"['Pauly & Zeller (2015). Sea Around Us Concepts, Design and Data (seaaroundus.org); Belhabib et al. (2015), PlosOne.']"
Africa,Somalia,Fuel subsidies,0,not found evidence of subsidy,
Africa,Somalia,Fisher assistance,513127.121359188,Modeled,
Africa,Somalia,Vessel buyback,0,not found evidence of subsidy,
